x,y,MIN_REL_HUMIDITY_FLAG,MIN_REL_HUMIDITY,LOCAL_DATE,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN_FLAG,SNOW_ON_GROUND_FLAG,COOLING_DEGREE_DAYS_FLAG,TOTAL_RAIN,HEATING_DEGREE_DAYS,MAX_REL_HUMIDITY_FLAG,SNOW_ON_GROUND,LOCAL_DAY,MAX_TEMPERATURE,HEATING_DEGREE_DAYS_FLAG,MAX_TEMPERATURE_FLAG,LOCAL_MONTH,TOTAL_SNOW_FLAG,SPEED_MAX_GUST,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,TOTAL_PRECIPITATION,SPEED_MAX_GUST_FLAG,MIN_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS,MIN_TEMPERATURE,ID,PROVINCE_CODE,STATION_NAME,MEAN_TEMPERATURE,LOCAL_YEAR,MAX_REL_HUMIDITY,TOTAL_SNOW,DIRECTION_MAX_GUST_FLAG
-127.93999972222223,50.11151,,83,2023-11-02 00:00:00,,,,,,6.8,,,2,12.8,,,11,,114,1037553,,11,5.8,,,0,9.6,1037553.2023.11.2,BC,SOLANDER ISLAND (AUT),11.2,2023,100,,
-125.7725,49.08222222222222,,92,2023-11-02 00:00:00,M,,,,,5.8,,,2,13.3,,,11,,50,1038210,,13,,,,0,11,1038210.2023.11.2,BC,TOFINO A,12.2,2023,98,,
-123.29945277777777,49.48778027777778,,74,2023-11-02 00:00:00,,,,,,6.3,,,2,15,,,11,,71,10459NN,,1,15.4,,,0,8.4,10459NN.2023.11.2,BC,HOWE SOUND - PAM ROCKS,11.7,2023,94,,
-123.49625,49.52630555555555,,98,2023-11-02 00:00:00,,,,,,7.8,,,2,12.4,,,11,,,1046332,,,53,,,0,7.9,1046332.2023.11.2,BC,PORT MELLON,10.2,2023,100,,
-124.49680555555555,49.83455555555555,,73,2023-11-02 00:00:00,,,,,,7.6,,,2,14,,,11,,,1046392,,,13.4,M,,0,6.9,1046392.2023.11.2,BC,POWELL RIVER,10.4,2023,99,,M
-124.50027777777778,49.83416666666667,,75,2023-11-02 00:00:00,M,,,,,7.5,,,2,14.1,,,11,,50,1046396,,12,,,,0,6.8,1046396.2023.11.2,BC,POWELL RIVER A,10.5,2023,100,,
-123.7152625,49.457996666666666,,70,2023-11-02 00:00:00,,,,,,6.2,,0,2,16.3,,,11,,37,1047172,,12,16.2,,,0,7.3,1047172.2023.11.2,BC,SECHELT AUT,11.8,2023,98,,
-123.16119444444445,49.783208333333334,,90,2023-11-02 00:00:00,,,,,,8.4,,,2,12.7,,,11,,33,10476F0,,15,30.5,,,0,6.4,10476F0.2023.11.2,BC,SQUAMISH AIRPORT,9.6,2023,99,,
-131.01583333333335,51.935833333333335,,66,2023-11-02 00:00:00,,,,,,8.8,,,2,10,,,11,,57,1051351,,4,8.9,,,0,8.5,1051351.2023.11.2,BC,CAPE ST JAMES,9.2,2023,100,,
-132.77199972222223,53.31558,,57,2023-11-02 00:00:00,,,,M,,,,,2,,M,M,11,,,1054222,M,,,,M,,,1054222.2023.11.2,BC,KINDAKUN ROCKS (AUT),,2023,90,,
-133.05848805555556,54.25538805555556,,89,2023-11-02 00:00:00,,,,,,9.7,,,2,10.1,,,11,,31,1054503,,9,0,,,0,6.5,1054503.2023.11.2,BC,LANGARA ISLAND RCS,8.3,2023,94,,
-132.125,54.02722222222222,,65,2023-11-02 00:00:00,M,,,,,10,,,2,11.2,,,11,,,1054929,,,,M,,0,4.7,1054929.2023.11.2,BC,MASSET A,8,2023,95,,M
-131.66132583333334,54.15914,,71,2023-11-02 00:00:00,,,,,,9.2,,,2,10.5,,,11,,38,1056869,,6,0,,,0,7.1,1056869.2023.11.2,BC,ROSE SPIT (AUT),8.8,2023,95,,
-131.81312694444443,53.249445,,57,2023-11-02 00:00:00,,,,,,8,,1,2,11.5,,,11,,,1057051,,,0.3,,,0,8.5,1057051.2023.11.2,BC,SANDSPIT AIRPORT AUTO,10,2023,89,,
-131.8138888888889,53.25416666666667,,60,2023-11-02 00:00:00,,,,,,8,,,2,11.4,,,11,,35,1057052,,32,0,,,0,8.6,1057052.2023.11.2,BC,SANDSPIT,10,2023,89,,
-128.15666666666667,52.185,,77,2023-11-02 00:00:00,,,,,,10.4,,,2,11,,,11,,58,1060815,,15,47.6,,,0,4.2,1060815.2023.11.2,BC,BELLA BELLA,7.6,2023,99,,
-126.58694444444444,52.38861111111111,,47,2023-11-02 00:00:00,,,,,,12.6,,1,2,11.1,,,11,,41,1060844,,4,9.6,,,0,-0.2,1060844.2023.11.2,BC,BELLA COOLA AIRPORT,5.4,2023,96,,
-126.59583333333333,52.3875,,45,2023-11-02 00:00:00,M,,,,,12.1,,,2,11.8,,,11,,49,1060848,,8,,,,0,-0.1,1060848.2023.11.2,BC,BELLA COOLA A,5.9,2023,98,,
-130.639,53.492849722222225,,67,2023-11-02 00:00:00,,,,,,8.1,,,2,11.3,,,11,,40,1060R0K,,14,0,,,0,8.5,1060R0K.2023.11.2,BC,BONILLA ISLAND (AUT),9.9,2023,87,,
-127.47116111111112,52.18745277777778,,56,2023-11-02 00:00:00,,,,,,9.3,,,2,10.3,,,11,,80,1061458,,4,17.2,,,0,7,1061458.2023.11.2,BC,CATHEDRAL POINT (AUT),8.7,2023,97,,
-131.60155527777778,53.03041,,53,2023-11-02 00:00:00,,,,,,7.3,,,2,11.8,,,11,,34,1062251,,33,0,,,0,9.5,1062251.2023.11.2,BC,CUMSHEWA ISLAND,10.7,2023,83,,
-130.6978,54.58032,,52,2023-11-02 00:00:00,,,,,,8,,,2,12.1,,,11,,87,1063303,,5,0,,,0,8,1063303.2023.11.2,BC,GREY ISLET (AUT),10,2023,81,,
-127.63205,50.93976111111111,,74,2023-11-02 00:00:00,,,,,,7.5,,,2,12.1,,,11,,95,1063461,,11,11.8,,,0,8.9,1063461.2023.11.2,BC,HERBERT ISLAND (AUT),10.5,2023,95,,
-130.36085,54.17223388888889,,60,2023-11-02 00:00:00,,,,,,8.2,,,2,13.1,,,11,,44,1063496,,10,0,,,0,6.4,1063496.2023.11.2,BC,HOLLAND ROCK,9.8,2023,81,,
-130.609,54.29592,,54,2023-11-02 00:00:00,,,,,,8.8,,,2,11.6,,,11,,47,1064728,,14,,,,0,6.9,1064728.2023.11.2,BC,LUCY ISLAND LIGHTSTATION,9.2,2023,91,,
-130.44472222222223,54.28611111111111,,58,2023-11-02 00:00:00,,,,,,10.5,,,2,14.3,,,11,,,1066482,,,0.2,M,,0,0.6,1066482.2023.11.2,BC,PRINCE RUPERT,7.5,2023,98,,M
-129.98333333333332,55.93333333333333,,44,2023-11-02 00:00:00,M,,,,,13.7,,,2,10.9,,,11,,,1067748,,,,M,,0,-2.4,1067748.2023.11.2,BC,STEWART A,4.3,2023,97,,M
-128.57833333333335,54.46861111111111,,51,2023-11-02 00:00:00,,,,,2.6,14.2,,,2,5.8,,,11,,69,1068134,,1,2.6,,,0,1.8,1068134.2023.11.2,BC,TERRACE A,3.8,2023,97,0,
-127.18277777777777,54.82527777777778,,75,2023-11-02 00:00:00,,,,,,19.5,,,2,3.2,,,11,,,1077499,,,2.2,M,,0,-6.2,1077499.2023.11.2,BC,SMITHERS,-1.5,2023,99,,M
-127.18944444444445,54.82416666666666,,70,2023-11-02 00:00:00,,,,,,19,,,2,3.6,,,11,,,1077501,,,2.4,,,0,-5.7,1077501.2023.11.2,BC,SMITHERS AIRPORT AUTO,-1,2023,98,,
-125.99671944444444,53.77188888888889,,69,2023-11-02 00:00:00,,,,,,17.4,,,2,2.2,,,11,,,1085836,,,9.9,,,0,-1,1085836.2023.11.2,BC,OOTSA LAKESKINS LAKE CLIMATE,0.6,2023,97,,
-122.73805555555556,50.30222222222222,,,2023-11-02 00:00:00,,,,,,14,,,2,6.3,,,11,,,1086081,,,,,,0,1.6,1086081.2023.11.2,BC,PEMBERTON AIRPORT (WIND),4,2023,,,
-122.73408888888889,50.30564611111111,,93,2023-11-02 00:00:00,,,,,,14.1,,,2,5.9,,,11,,,1086082,,,4.3,M,,0,1.8,1086082.2023.11.2,BC,PEMBERTON AIRPORT CS,3.9,2023,99,,M
-124.13555555555556,52.114444444444445,,59,2023-11-02 00:00:00,,,,,,18.1,,,2,2.9,,,11,,,1086558,,,7,,,0,-3.2,1086558.2023.11.2,BC,PUNTZI MOUNTAIN (AUT),-0.1,2023,96,,
-124.40313888888889,51.67455555555556,,69,2023-11-02 00:00:00,,,,,,17.7,,,2,2.5,,,11,,,1088015,,,10.8,,,0,-1.8,1088015.2023.11.2,BC,TATLAYOKO LAKE RCS,0.3,2023,98,,
-125.95866666666667,54.38316666666667,,57,2023-11-02 00:00:00,,,,,,17.3,,0,2,3.8,,,11,,,1091174,,,0.6,,,0,-2.4,1091174.2023.11.2,BC,BURNS LAKE DECKER LAKE,0.7,2023,99,,
-124.28555722222222,54.45529361111111,,68,2023-11-02 00:00:00,,,,,,18,,1,2,3.7,,,11,,,1092975,,,6.2,,,0,-3.8,1092975.2023.11.2,BC,FORT ST JAMES AUTO,0,2023,97,,
-122.6775,53.884166666666665,,64,2023-11-02 00:00:00,,,,,,19.3,,,2,1.7,,,11,,,1096439,,,0,M,,0,-4.2,1096439.2023.11.2,BC,PRINCE GEORGE,-1.3,2023,97,,M
-122.671945,53.888888888888886,,64,2023-11-02 00:00:00,,,,,,19.4,,,2,1.7,,,11,,,1096453,,,3.5,,,0,-4.5,1096453.2023.11.2,BC,PRINCE GEORGE AIRPORT AUTO,-1.4,2023,96,,
-122.79083361111111,53.899724722222224,,60,2023-11-02 00:00:00,,,,,,18.6,,,2,2.7,,,11,,,1096454,,,1.9,,,0,-4,1096454.2023.11.2,BC,PRINCE GEORGE MASSEY AUTO,-0.6,2023,95,,
-122.51027777777777,53.02611111111111,,83,2023-11-02 00:00:00,,,,,,19.4,,,2,1,,,11,,,1096629,,,7.2,M,,0,-3.8,1096629.2023.11.2,BC,QUESNEL,-1.4,2023,99,,M
-122.50639083333333,53.02666888888889,,81,2023-11-02 00:00:00,,,,,,19.4,,,2,1.2,,,11,,,1096631,,,6.7,,,0,-3.9,1096631.2023.11.2,BC,QUESNEL AIRPORT AUTO,-1.4,2023,98,,
-122.05444444444444,52.18333333333333,,59,2023-11-02 00:00:00,,,,,6.1,15.9,,,2,4.8,,,11,,37,1098941,,12,6.1,,,0,-0.7,1098941.2023.11.2,BC,WILLIAMS LAKE A,2.1,2023,97,0,
-122.36,49.02527777777778,,71,2023-11-02 00:00:00,,,,,37.1,6,,,2,16.9,,,11,,53,1100031,,8,37.1,,,0,7,1100031.2023.11.2,BC,ABBOTSFORD A,12,2023,98,0,
-122.36,49.02527777777778,,71,2023-11-02 00:00:00,M,,,,,6,,,2,16.9,,,11,,53,1100032,,8,,,,0,7,1100032.2023.11.2,BC,ABBOTSFORD A,12,2023,98,,
-121.76027777777777,49.24305555555556,,80,2023-11-02 00:00:00,,,,,,7.3,,,2,14.7,,,11,,43,1100119,,4,30.8,,,0,6.7,1100119.2023.11.2,BC,AGASSIZ RCS,10.7,2023,100,,
-122.9546111111111,50.12894444444444,,89,2023-11-02 00:00:00,,,,,,12.3,,,2,9.4,,,11,,,1100875,,,11.9,M,,0,2,1100875.2023.11.2,BC,WHISTLER - NESTERS,5.7,2023,98,,M
-123.11055833333333,50.143905277777776,,94,2023-11-02 00:00:00,,,,,,12.3,,0,2,8.4,,,11,,,1101300,,,18.7,,,0,3,1101300.2023.11.2,BC,CALLAGHAN VALLEY,5.7,2023,100,,
-121.9786111111111,49.07888888888889,,93,2023-11-02 00:00:00,,,,,,8.2,,,2,13.1,,,11,,,1102221,,,35.4,M,,0,6.5,1102221.2023.11.2,BC,CULTUS LAKE,9.8,2023,97,,M
-123.00224583333333,49.12584805555556,,73,2023-11-02 00:00:00,,,,,,5.7,,,2,16.6,,,11,,,1102415,,,22,,,0,7.9,1102415.2023.11.2,BC,DELTA BURNS BOG,12.3,2023,100,,
-122.69002111111111,49.20832333333333,,68,2023-11-02 00:00:00,,,,,,5.1,,,2,17.6,,,11,,,1106178,,,32.7,,,0,8.2,1106178.2023.11.2,BC,PITT MEADOWS CS,12.9,2023,98,,
-123.26472222222222,49.33036111111111,,75,2023-11-02 00:00:00,,,,,,6.1,,,2,15.3,,,11,,33,1106200,,10,29.9,,,0,8.5,1106200.2023.11.2,BC,POINT ATKINSON,11.9,2023,98,,
-123.3033675,49.105895833333335,,73,2023-11-02 00:00:00,,,,,,5.9,,,2,15.4,,,11,,52,1107010,,20,,,,0,8.7,1107010.2023.11.2,BC,SANDHEADS CS,12.1,2023,99,,
-123.1872361111111,49.1825,,71,2023-11-02 00:00:00,,,,,,5.3,,,2,16.9,,,11,,33,1108380,,20,15.6,,,0,8.5,1108380.2023.11.2,BC,VANCOUVER SEA ISLAND CCG,12.7,2023,98,,
-123.18388888888889,49.194722222222225,,74,2023-11-02 00:00:00,,,,,15.5,5.5,,,2,16.5,,,11,,46,1108395,,18,15.5,,,0,8.4,1108395.2023.11.2,BC,VANCOUVER INTL A,12.5,2023,100,0,
-123.12186944444444,49.29535277777778,,86,2023-11-02 00:00:00,,,,,,6.4,,,2,13.8,,,11,,,1108446,,,26.8,M,,0,9.3,1108446.2023.11.2,BC,VANCOUVER HARBOUR CS,11.6,2023,99,,M
-123.19330833333333,49.34704166666667,,94,2023-11-02 00:00:00,,,,,,7.2,,0,2,13.5,,,11,,,1108824,,,35.8,,,0,8.1,1108824.2023.11.2,BC,WEST VANCOUVER AUT,10.8,2023,98,,
-122.7838888888889,49.018055555555556,,77,2023-11-02 00:00:00,,,,,,6.1,,,2,15.7,,,11,,31,1108910,,5,26.4,,,0,8.1,1108910.2023.11.2,BC,WHITE ROCK CAMPBELL SCIENTIFIC,11.9,2023,96,,
-121.49805555555555,49.36833333333333,,74,2023-11-02 00:00:00,,,,,,7.6,,,2,15.4,,,11,,48,1113542,,27,25.7,,,0,5.3,1113542.2023.11.2,BC,HOPE A,10.4,2023,97,,
-121.49347222222222,49.36983333333333,,72,2023-11-02 00:00:00,,,,,,7.5,,,2,15.7,,,11,,45,1113543,,32,25.3,,,0,5.4,1113543.2023.11.2,BC,HOPE AIRPORT,10.5,2023,96,,
-121.93415138888889,50.683727777777776,,86,2023-11-02 00:00:00,,,,,,14.3,,,2,6.3,,,11,,,1114619,,,2.4,M,,0,1.1,1114619.2023.11.2,BC,LILLOOET,3.7,2023,98,,M
-121.58194444444445,50.224444444444444,,86,2023-11-02 00:00:00,,,,,,13.6,,,2,6.7,,,11,,,1114738,,,3.7,M,,0,2.1,1114738.2023.11.2,BC,LYTTON A,4.4,2023,100,,M
-121.58194444444445,50.224444444444444,,85,2023-11-02 00:00:00,,,,,,13,,,2,7.7,,,11,,,1114746,,,4,,,0,2.3,1114746.2023.11.2,BC,LYTTON RCS,5,2023,99,,
-119.37777777777778,49.95722222222222,,74,2023-11-02 00:00:00,,,,,,13.7,,,2,6.5,,,11,,,1123939,,,5.6,M,,0,2.1,1123939.2023.11.2,BC,KELOWNA,4.3,2023,97,,M
-119.4002111111111,49.94075,,73,2023-11-02 00:00:00,,,,,,13.6,,,2,6.2,,,11,,,1123996,,,5.2,M,,0,2.5,1123996.2023.11.2,BC,KELOWNA UBCO,4.4,2023,96,,M
-120.77805555555555,50.112501944444446,,59,2023-11-02 00:00:00,,,,,,12,,,2,11.9,,,11,,,1125073,,,5.8,,,0,0.1,1125073.2023.11.2,BC,MERRITT,6,2023,98,,
-119.44099166666666,49.02829166666667,,80,2023-11-02 00:00:00,,,,,,12.4,,,2,7.6,,,11,,,1125852,,,6.5,,,0,3.7,1125852.2023.11.2,BC,OSOYOOS CS,5.6,2023,93,,
-119.60222222222222,49.4625,,69,2023-11-02 00:00:00,,,,,5.7,11.7,,,2,8.1,,,11,,49,1126146,,20,5.7,,,0,4.5,1126146.2023.11.2,BC,PENTICTON A,6.3,2023,96,0,
-120.5125,49.467777777777776,,89,2023-11-02 00:00:00,M,,,,,15.5,,,2,5.3,,,11,,,1126518,,,,M,,0,-0.4,1126518.2023.11.2,BC,PRINCETON A,2.5,2023,97,,M
-119.19352777777777,50.223305555555555,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,1128582,M,,,M,M,,,1128582.2023.11.2,BC,VERNON AUTO,,2023,,,M
-120.51,49.465,,87,2023-11-02 00:00:00,,,,,,15.5,,,2,5.6,,,11,,,112FN0M,,,10,,,0,-0.5,112FN0M.2023.11.2,BC,PRINCETON CS,2.5,2023,98,,
-119.64869444444444,49.562555555555555,,70,2023-11-02 00:00:00,,,,,,13.2,,0,2,7.3,,,11,,,112G8L1,,,8.9,,,0,2.3,112G8L1.2023.11.2,BC,SUMMERLAND CS,4.8,2023,95,,
-117.6325,49.29611111111111,,93,2023-11-02 00:00:00,M,,,,,17,,,2,2.1,,,11,,,1141460,,,,M,,0,-0.1,1141460.2023.11.2,BC,CASTLEGAR A,1,2023,100,,M
-117.81709444444445,50.269425,,88,2023-11-02 00:00:00,,,,,,17.2,,0,2,1.5,,,11,,,1145297,,,8.4,,,0,0.1,1145297.2023.11.2,BC,NAKUSP CS,0.8,2023,97,,
-117.30527777777777,49.49138888888889,,78,2023-11-02 00:00:00,,,,,,15.9,,0,2,3.5,,,11,,,1145M29,,,16,,,0,0.6,1145M29.2023.11.2,BC,NELSON CS,2.1,2023,97,,
-117.7388888888889,49.11194444444445,,85,2023-11-02 00:00:00,,,,,,17,,,2,2.1,,,11,,,1148705,,,20.2,,,0,-0.1,1148705.2023.11.2,BC,WARFIELD RCS,1,2023,99,,
-116.50068027777778,49.08168944444444,,70,2023-11-02 00:00:00,,,,,,16.7,,,2,2.6,,,11,,,114B1F0,,,15.5,,,0,0,114B1F0.2023.11.2,BC,CRESTON CAMPBELL SCIENTIFIC,1.3,2023,98,,
-115.78194444444445,49.61222222222222,,80,2023-11-02 00:00:00,,,T,,2.2,19.9,,0,2,0,,,11,,,1152105,,,8.4,M,,0,-3.8,1152105.2023.11.2,BC,CRANBROOK A,-1.9,2023,96,6.2,M
-115.78904888888889,49.61761888888889,,81,2023-11-02 00:00:00,,,,,,20,,,2,-0.1,,,11,,,1152106,,,8.3,M,,0,-3.8,1152106.2023.11.2,BC,CRANBROOK AIRPORT AUTO,-2,2023,98,,M
-114.8839,49.745,,89,2023-11-02 00:00:00,,,,,,19,,1,2,1.8,,,11,,,1157631,,,4.2,,,0,-3.9,1157631.2023.11.2,BC,SPARWOOD CS,-1,2023,96,,
-114.88333333333334,49.833333333333336,,92,2023-11-02 00:00:00,M,,,,,19.2,,,2,1.5,,,11,,,1157635,,,,M,,0,-3.9,1157635.2023.11.2,BC,SPARWOOD A,-1.2,2023,96,,M
-121.28138916666667,50.70833472222222,,71,2023-11-02 00:00:00,,,,,,14.3,,,2,5.9,,,11,,,1160515,,,3.6,,,0,1.6,1160515.2023.11.2,BC,ASHCROFT,3.7,2023,96,,
-119.29277777777777,52.124722222222225,,91,2023-11-02 00:00:00,M,,,,,19.6,,,2,0.4,,,11,,,1160902,,,,M,,0,-3.5,1160902.2023.11.2,BC,BLUE RIVER A,-1.6,2023,100,,M
-119.28991666666667,52.129,,90,2023-11-02 00:00:00,,,,,,19.3,,,2,1,,,11,,,1160H99,,,8.6,,,0,-3.5,1160H99.2023.11.2,BC,BLUE RIVER CS,-1.3,2023,99,,
-120.08233333333334,51.65258333333333,,73,2023-11-02 00:00:00,M,,,,,18.5,,,2,0.9,,,11,,,1161650,,,,,,0,-2,1161650.2023.11.2,BC,CLEARWATER AUTO,-0.5,2023,85,,
-121.68472222222222,51.26638888888889,,72,2023-11-02 00:00:00,,,,,,17.1,,,2,3.5,,,11,,50,1161662,,14,4.5,,,0,-1.8,1161662.2023.11.2,BC,CLINTON A,0.9,2023,99,,
-121.50478,51.144465,,76,2023-11-02 00:00:00,,,,,,16.8,,0,2,3.3,,,11,,,1161663,,,5.1,,,0,-0.9,1161663.2023.11.2,BC,CLINTON RCS,1.2,2023,98,,
-120.4486111111111,50.7025,,66,2023-11-02 00:00:00,,,,,6,14.5,,,2,6,,,11,,33,1163781,,12,6,,,0,1,1163781.2023.11.2,BC,KAMLOOPS A,3.5,2023,94,0,
-120.44194444444445,50.702222222222225,,68,2023-11-02 00:00:00,,,,,,14.2,,,2,6.2,,,11,,31,1163842,,12,6.9,,,0,1.4,1163842.2023.11.2,BC,KAMLOOPS AUT,3.8,2023,92,,
-119.29067777777777,50.703,,70,2023-11-02 00:00:00,,,,,,15.3,,0,2,4.3,,,11,,,116FRMN,,,6.1,,,0,1.1,116FRMN.2023.11.2,BC,SALMON ARM CS,2.7,2023,96,,
-116.98222222222222,51.299166666666665,,83,2023-11-02 00:00:00,M,,,,,19.8,,,2,-0.1,,,11,,,1173214,,,,M,,0,-3.4,1173214.2023.11.2,BC,GOLDEN A,-1.8,2023,93,,M
-116.98433333333334,51.300222222222224,,88,2023-11-02 00:00:00,,,,,,19.6,,2,2,0.1,,,11,,,1173220,,,3.6,,,0,-3.3,1173220.2023.11.2,BC,GOLDEN AIRPORT,-1.6,2023,97,,
-118.18333333333334,50.96666666666667,,91,2023-11-02 00:00:00,,,,,,18.1,,,2,0.8,,,11,,,1176745,,,8.9,M,,0,-0.9,1176745.2023.11.2,BC,REVELSTOKE A,-0.1,2023,99,,M
-118.17627777777778,50.958222222222226,,91,2023-11-02 00:00:00,,,,,,17.9,,,2,1.2,,,11,,,1176755,,,9,,,0,-1,1176755.2023.11.2,BC,REVELSTOKE AIRPORT AUTO,0.1,2023,98,,
-121.62666666666667,55.687222222222225,,59,2023-11-02 00:00:00,M,,,,,16.9,,,2,4.4,,,11,,,1181513,,,,M,,0,-2.3,1181513.2023.11.2,BC,CHETWYND A,1.1,2023,79,,M
-120.18305555555555,55.742222222222225,,74,2023-11-02 00:00:00,,,,,,18.5,,,2,3.1,,,11,,,1182289,,,0,M,,0,-4.1,1182289.2023.11.2,BC,DAWSON CREEK A,-0.5,2023,91,,M
-120.74027777777778,56.23833333333334,,76,2023-11-02 00:00:00,,,,,0,18.1,,2,2,1.6,,,11,,,1183001,,,0,M,,0,-1.7,1183001.2023.11.2,BC,FORT ST. JOHN A,-0.1,2023,94,0,M
-123.13333333333334,55.29944444444445,,62,2023-11-02 00:00:00,,,,,,17.9,,,2,5.6,,,11,,,1184791,,,0,M,,0,-5.5,1184791.2023.11.2,BC,MACKENZIE,0.1,2023,96,,M
-123.13780222222222,55.30528916666667,,61,2023-11-02 00:00:00,,,,,,17.7,,0,2,5.4,,,11,,,1184793,,,0,,,0,-4.7,1184793.2023.11.2,BC,MACKENZIE AIRPORT AUTO,0.3,2023,96,,
-130.0313888888889,58.422222222222224,,85,2023-11-02 00:00:00,,,,,,17.9,,,2,1.4,,,11,,,1192341,,,0,M,,0,-1.3,1192341.2023.11.2,BC,DEASE LAKE A,0.1,2023,99,,M
-122.59694444444445,58.83638888888889,,63,2023-11-02 00:00:00,,,,,0,21.4,,,2,2.9,,,11,,,1192946,,,0,M,,0,-9.7,1192946.2023.11.2,BC,FORT NELSON A,-3.4,2023,92,0,M
-122.57416722222223,58.841390555555556,,62,2023-11-02 00:00:00,,,,,,20.7,,,2,3.1,,,11,,,1192948,,,0,,,0,-8.5,1192948.2023.11.2,BC,FORT NELSON,-2.7,2023,95,,
-130.025,58.42609972222222,,85,2023-11-02 00:00:00,,,,,,17.9,,,2,1.4,,,11,,,119BLM0,,,0,,,0,-1.2,119BLM0.2023.11.2,BC,DEASE LAKE (AUT),0.1,2023,100,,
-99.95222222222222,49.91,,76,2023-11-02 00:00:00,,,,,0,19.5,,4,2,1.7,,,11,,34,5010481,,24,0,,,0,-4.6,5010481.2023.11.2,MB,BRANDON A,-1.5,2023,100,0,
-99.95,49.9,,75,2023-11-02 00:00:00,,,,,,18.9,,2,2,1.9,,,11,,,5010490,,,0,,,0,-3.7,5010490.2023.11.2,MB,BRANDON RCS,-0.9,2023,93,,
-99.35744444444444,49.90580555555555,,71,2023-11-02 00:00:00,,,,,,18.9,,3,2,2.4,,,11,,32,5010547,,25,0,,,0,-4.2,5010547.2023.11.2,MB,CARBERRY CS,-0.9,2023,94,,
-99.07388888888889,49.562222222222225,,72,2023-11-02 00:00:00,,,,,,20.1,,10,2,1.9,,,11,,,5010641,,,0,,,0,-6.1,5010641.2023.11.2,MB,CYPRESS RIVER RCS,-2.1,2023,94,,
-98.28413888888889,49.90313888888889,,69,2023-11-02 00:00:00,,,,,,17.6,,,2,1.9,,,11,,,5012324,,,0,,,0,-1.1,5012324.2023.11.2,MB,PORTAGE SOUTHPORT,0.4,2023,85,,
-101.36279666666667,51.18333833333333,,74,2023-11-02 00:00:00,,,,,,19.5,,5,2,1.3,,,11,,,5012469,,,0,,,0,-4.2,5012469.2023.11.2,MB,ROBLIN,-1.5,2023,90,,
-100.6035,50.45488888888889,,77,2023-11-02 00:00:00,,,,,,20.3,,,2,1.2,,,11,,,5012654,,,0,,,0,-5.8,5012654.2023.11.2,MB,SHOAL LAKE CS,-2.3,2023,95,,
-99.94194666666667,50.655001666666664,,74,2023-11-02 00:00:00,,,,,,20.4,,2,2,0.5,,,11,,,5013117,,,0,,,0,-5.2,5013117.2023.11.2,MB,WASAGAMING,-2.4,2023,96,,
-100.98636111111111,49.28127777777778,M,,2023-11-02 00:00:00,,,,,,19.5,M,0,2,1.1,,,11,,,501A7AR,,,0,,,0,-4,501A7AR.2023.11.2,MB,MELITA,-1.5,2023,,,
-98.31925,49.39983333333333,,70,2023-11-02 00:00:00,,,,,,18.5,,12,2,1,,,11,,41,5020725,,23,0,,,0,-1.9,5020725.2023.11.2,MB,DEERWOOD RCS,-0.5,2023,84,,
-97.2375,49,,80,2023-11-02 00:00:00,,,,,,21.1,,16,2,-0.6,,,11,,35,5020881,,19,0,,,0,-5.7,5020881.2023.11.2,MB,EMERSON AUTO,-3.1,2023,99,,
-97.56000083333333,49.030834444444444,,71,2023-11-02 00:00:00,,,,,,20.3,,3,2,0.3,,,11,,37,5021220,,18,0,,,0,-4.9,5021220.2023.11.2,MB,GRETNA (AUT),-2.3,2023,95,,
-96.9011111111111,49.51777777777778,,78,2023-11-02 00:00:00,,,,,,19.7,,1,2,-0.3,,,11,,39,5021500,,19,0,,,0,-3.1,5021500.2023.11.2,MB,KLEEFELD (MAFRI),-1.7,2023,94,,
-98.08394444444444,49.18763888888889,,72,2023-11-02 00:00:00,,,,,,18.2,,6,2,1.2,,,11,,,5021849,,,0,,,0,-1.7,5021849.2023.11.2,MB,MORDEN CDA CS,-0.2,2023,83,,
-98.90486111111112,49.19102777777778,,81,2023-11-02 00:00:00,,,,,,22.4,,10,2,-0.6,,,11,,34,5022125,,22,0,,,0,-8.2,5022125.2023.11.2,MB,PILOT MOUND (AUT),-4.4,2023,98,,
-95.59833583333334,49.02361111111111,,79,2023-11-02 00:00:00,,,,,,21.4,,6,2,-0.6,,,11,,,5022759,,,0,,,0,-6.2,5022759.2023.11.2,MB,SPRAGUE,-3.4,2023,98,,
-98.02975,49.49811111111111,,75,2023-11-02 00:00:00,,,,,,19.7,,,2,1.1,,,11,,,502I001,,,0,,,0,-4.6,502I001.2023.11.2,MB,CARMAN U OF M CS,-1.7,2023,92,,
-97.02195333333333,52.35973666666667,M,,2023-11-02 00:00:00,,,,,,19.4,M,18,2,2,,,11,,43,5030203,,28,2.1,,,0,-4.8,5030203.2023.11.2,MB,BERENS RIVER CS,-1.4,2023,,,
-97.01805555555555,52.35888888888889,,74,2023-11-02 00:00:00,M,,,,,19.5,,,2,1.9,,,11,,48,5030204,,29,,,,0,-4.9,5030204.2023.11.2,MB,BERENS RIVER A,-1.5,2023,94,,
